status,tenant,productCode,sourceType,productType,supportCountryCode,vendorCode,dataPolicyCode,larkProductCode,typeOfSim,operatorCode,purchaseType,skuType,dataType,baseSimEsimSkuCode,importType,supportedCountries,supportedCountryName,dailyResetTime,activationTime,networkType,apnOriginal,apn,onsiteCarrier,localPhoneNumber,localNumberCountry,hotspot,kycCode,kycNeeded,kycLinks,topUpOptions,activation,unsupportedApps,telcoPerks,note,dataPlanType,dateCreated,lastModifiedDate,createdAt,createdBy,updatedAt,updatedBy
Active,US,DCJPNKDD,D,C,JPN,KD,D,EJPNK2P,eSIM,KDDI,API Purchase,Base + Datapack,Daily Data,[object Object],Official,JP,Japan,GMT+9,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,5G,Auto APN,Auto APN,KDDI,No,[object Object],Yes,1,No,,No,,,"Hotspot sharing data limit
3 days: up to 2GB
4 days: up to 3GB
5 days: up to 4GB
6 days: up to 5GB
7 days: up to 6GB
8 days: up to 7GB
9 days: up to 8GB
10 days: up to 9GB
11 days: up to 10GB
12 days: up to 11GB
13 days: up to 12GB
14 days: up to 13GB
15 days: up to 14GB
16 days: up to 15GB
17 days: up to 16GB
18 days: up to 17GB
19 days: up to 18GB
20 days: up to 19GB
21 days: up to 20GB
26 days: up to 25GB
31 days: up to 30GB",,,1758790941000,1766124228000,2026-03-16T07:30:20.452Z,,2026-04-30T04:43:07.980Z,
Active,US,DCCHMWMP,D,C,CHM,WM,P,ECHMWMP,eSIM,WORLDMOVE,API Purchase,Base + Datapack,Daily Data,[object Object],Official,"CN,HK,MO","China, Hong Kong, Macao",GMT +8,It will be activated after receiving the network signal.,4G,CTExcel,CTExcel,"China: China Telecom
Hongkong: China Telecom HK/HKT
Macao: China Telecom(Macau)",No,[object Object],Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1763006770000,1771815301000,2026-03-16T07:30:20.452Z,,2026-04-30T04:43:07.748Z,
Active,US,DCNACBCF,D,C,NAC,BC,F,ENACBCF,eSIM,BILLIONCONNECT,API Purchase,Base + Datapack,Fixed Data,[object Object],Official,"US,CA","United States of America, Canada",GMT+8,It will be activated after receiving the network signal.,4G,mobile.three.com.hk,mobile.three.com.hk,"Canada: Rogers Wireless
USA: AT&T/T-Mobile/Verizon",No,[object Object],Yes,1,No,,No,,,,,,1744788925000,1766124025000,2026-03-16T07:30:20.452Z,,2026-04-30T04:43:09.535Z,
Active,US,DCKHMWMF,D,C,KHM,WM,F,EKHMWMF,eSIM,WORLDMOVE,API Purchase,Base + Datapack,Fixed Data,[object Object],Official,KH,Cambodia,GMT +8,It will be activated after receiving the network signal.,4G,mobile.three.com.hk,mobile.three.com.hk,"Metfone, Smart",No,[object Object],Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1766461951000,1771815301000,2026-03-16T07:30:20.452Z,,2026-04-30T04:43:07.748Z,
Active,US,DCCHMJYP,D,C,CHM,JY,P,ECHMJYP,eSIM,JOYTEL,API Purchase,Base + Datapack,Daily Data,[object Object],Official,"CN,HK,MO","China, Hong Kong, Macao",GMT+8,It will be activated after receiving the network signal.,4G,CTExcel,CTExcel,China Telecom,No,[object Object],Yes,1,No,,No,,"Tiktok, Chat GPT",,,,1744788925000,1766123923000,2026-03-16T07:30:20.452Z,,2026-04-30T04:43:07.747Z,
Active,US,DCINDJYF,D,C,IND,JY,F,EINDJYF,eSIM,JOYTEL,API Purchase,Base + Datapack,Fixed Data,[object Object],Official,IN,India,GMT+8,It will be activated after receiving the network signal.,4G,mobile,mobile,Bharti Airtel,No,[object Object],Yes,1,No,,No,,"Tiktok, Chat GPT",,"Coverage area in India : The service is not available in Bodh Gaya. For Jammu and Kashmir states are not available in Diskit, Gulmarg, Jammu, Kargil, Katra, Leh (Leh Ladakh), Plan Bandipora and Srinagar.",,1744788925000,1771815301000,2026-03-16T07:30:20.452Z,,2026-04-30T04:43:07.748Z,
Active,US,DCKHMWMP,D,C,KHM,WM,P,EKHMWMP,eSIM,WORLDMOVE,API Purchase,Base + Datapack,Daily Data,[object Object],Official,KH,Cambodia,GMT +8,It will be activated after receiving the network signal.,4G,mobile.three.com.hk,mobile.three.com.hk,"Metfone, Smart",No,[object Object],Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1766461930000,1771815301000,2026-03-16T07:30:20.452Z,,2026-04-30T04:43:07.747Z,
Active,US,DCSEAJYP,D,C,SEA,JY,P,ESEAJYP,eSIM,JOYTEL,API Purchase,Base + Datapack,Daily Data,[object Object],Official,"SG,MY,ID,TH","Singapore, Malaysia, Indonesia, Thailand",GMT+7,It will be activated after receiving the network signal.,3G/4G,mobile.three.com.hk	,mobile.three.com.hk	,"Singapore-Simba、Starhub
Malaysia- Digi、Celcom	
Indonesia-Telkomsel
Thailand-Ais",No,[object Object],Yes,1,No,,No,,"Tiktok, Chat GPT",,,,1744788925000,1766123923000,2026-03-16T07:30:20.452Z,,2026-04-30T04:43:07.747Z,
Active,US,DCANZWMP,D,C,ANZ,WM,P,EANZWMP,eSIM,WORLDMOVE,API Purchase,Base + Datapack,Daily Data,[object Object],Official,"AU,NZ","Australia, New Zealand",GMT +8,It will be activated after receiving the network signal.,4G,mobile.three.com.hk,mobile.three.com.hk,"Australia - Telstra
New Zealand - Spark",No,[object Object],Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1764128500000,1771815301000,2026-03-16T07:30:20.452Z,,2026-04-30T04:43:07.747Z,
Active,US,DCSAMBCP,D,C,SAM,BC,P,ESAMBCP,eSIM,BILLIONCONNECT,API Purchase,Base + Datapack,Daily Data,[object Object],Official,"MQ,SV,NI,PA,PE,AR,BR,CL,CO,EC,GF,UY","Martinique, El Salvador, Nicaragua, Panama, Peru, Argentina, Brazil, Chile, Colombia, Ecuador, French Guiana, Uruguay",GMT+8,It will be activated after receiving the network signal.,4G/5G,drei.at,drei.at,"Martinique Island-Digicel，
El Salvador-movistar，
Nicaragua-movistar，
Panama-movistar，
Peru-Entel，
Argentina-Movistar，
Brazil-Vivo S.A，
Chile-movistar，
Columbia-movistar，
Ecuador-Movistar，
French Guiana-Digicel，
Uruguay-Movistar，",No,[object Object],Yes,1,No,,No,,,,,,1744788925000,1766124025000,2026-03-16T07:30:20.452Z,,2026-04-30T04:43:07.747Z,
Active,US,DCEURBCY,D,C,EUR,BC,Y,EEURB2F,eSIM,BILLIONCONNECT,API Purchase,Base + Datapack,Fixed Data,[object Object],Official,"AD,AT,BE,CH,CY,CZ,DE,DK,EE,ES,FI,FO,FR,GB,GI,GR,HR,HU,IE,IM,IS,IT,JE,LI,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK,SM,VA","Andorra, Austria, Belgium, Switzerland, Cyprus, Czech Republic, Germany, Denmark, Estonia, Spain, Finland, Faroe Islands, France, United Kingdom, Gibraltar, Greece, Croatia, Hungary, Ireland, Isle of Man, Iceland, Italy, Jersey, Liechtenstein, Lithuania, Luxembourg, Latvia, Malta, Netherlands, Norway, Poland, Portugal, Romania, Sweden, Slovenia, Slovakia, San Marino, Vatican",Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G/5G,orange,orange,Orange,Yes,FR,Yes,1,No,,No,,,"If Orange is found, this network should be prioritized. In addition, we recommend that customers enable automatic network connection, which usually allows them to access data when they arrive at their destination","- Query traffic: Dial #123#
- Local phone number is provided as a French number (+33) and works across supported European countries.

- 12GB (up to 20GB): Unrestricted phone and text messaging in Europe; 30 minute international long distance - worldwide, 200 text messages sent from Europe to the world.

- 100GB: Unrestricted phone and text messaging in Europe; 120 minute international long distance - worldwide, 1000 text messages sent from Europe to the world.",Optional Data Plan,1752658987000,1771815301000,2026-03-16T07:30:20.452Z,,2026-04-30T04:43:07.747Z,
Active,US,DCAREJYF,D,C,ARE,JY,F,EAREJYF,eSIM,JOYTEL,API Purchase,Base + Datapack,Fixed Data,[object Object],Official,AE,UAE,GMT +8,It will be activated after receiving the network signal.,5G/4G,mobile.three.com.hk,mobile.three.com.hk,DU,No,[object Object],Yes,1,No,,No,,Tiktok,,,,1762153613000,1766123954000,2026-03-16T07:30:20.452Z,,2026-04-30T04:43:07.748Z,
Active,US,DCCHMWMF,D,C,CHM,WM,F,ECHMWMF,eSIM,WORLDMOVE,API Purchase,Base + Datapack,Fixed Data,[object Object],Official,"CN,HK,MO","China, Hong Kong, Macao",GMT +8,It will be activated after receiving the network signal.,4G,CTExcel,CTExcel,"China: China Telecom
Hongkong: China Telecom HK/HKT
Macao: China Telecom(Macau)",No,[object Object],Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1763006785000,1771815301000,2026-03-16T07:30:20.452Z,,2026-04-30T04:43:07.747Z,
Active,US,DCJPNJYP,D,C,JPN,JY,P,EJPNJ1P,eSIM,JOYTEL,API Purchase,Base + Datapack,Daily Data,[object Object],Official,JP,Japan,GMT+8,It will be activated after receiving the network signal.,4G,APN：plus.4g 用户名：plus 密码：4g,APN：plus.4g 用户名：plus 密码：4g,Softbank,No,[object Object],Yes,1,No,,No,,,,,,1758600485000,1766123954000,2026-03-16T07:30:20.452Z,,2026-04-30T04:43:07.748Z,
Temporary,US,ACTWNWMF,A,C,TWN,WM,F,ETWNW1F,eSIM,WORLDMOVE,Only Stock,Base + Datapack,Fixed Data,[object Object],Official,TW,Taiwan,GMT +8,It will be activated after receiving the network signal.,5G/4G,mobile.three.com.hk,mobile.three.com.hk,Chunghwa Telecom,No,[object Object],Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1762246062000,1771815301000,2026-03-16T07:30:20.452Z,,2026-04-30T04:43:07.747Z,
Active,US,DCJPNBCF,D,C,JPN,BC,F,EJPNBCF,eSIM,BILLIONCONNECT,API Purchase,Base + Datapack,Fixed Data,[object Object],Official,JP,Japan,GMT+9,It will be activated after receiving the network signal.,5G,cmhk,cmhk,"KDDI,Softbank",No,[object Object],Yes,1,No,,No,,,,,Optional Data Plan,1744788925000,1768805219000,2026-03-16T07:30:20.452Z,,2026-04-30T04:43:07.748Z,
Active,US,DCTWNWMP,D,C,TWN,WM,P,ETWNWMP,eSIM,WORLDMOVE,API Purchase,Base + Datapack,Daily Data,[object Object],Official,TW,Taiwan,GMT +8,It will be activated after receiving the network signal.,5G/4G,mobile.three.com.hk,mobile.three.com.hk,Chunghwa Telecom,No,[object Object],Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1763006701000,1771815301000,2026-03-16T07:30:20.452Z,,2026-04-30T04:43:07.748Z,
Active,US,DCGLBJYF,D,C,GLB,JY,F,EGLBJYF,eSIM,JOYTEL,API Purchase,Base + Datapack,Fixed Data,[object Object],Official,"AD,AX,AT,BE,BA,BG,HR,CY,CZ,DK,EE,FO,FI,FR,GP,GF,MQ,RE,YT,BL,MF,PM,DE,GE,GI,GR,GG,HU,IE,IS,IT,JE,LV,LI,LT,LU,MT,IM,NL,NO,PL,PT,RO,ES,GB,SM,RS,SK,SI,CH,SE,UA,VA,US,CA,ZA,AL,DZ,SA,AR,AM,AU,BD,BJ,BY,BW,BR,BF,KH,CM,CF,CL,CN,HK,MO,CO,CD,KR,CR,CI,AE,EC,GA,GT,GW,HN,IN,IL,JP,JO,XK,LA,MK,MG,MY,ML,MA,MX,MD,ME,NI,NZ,UZ,PK,PE,PH,PR,SV,SN,SG,TW,TH,TN,TR,UY,EG,NC,KE,KW,MU,NP,OM,PY,QA,DO,LK,BO,ET,GH,JM,LR,MZ,NE,NG,UG,RW,SC,SL,TZ,TD,ZM,AZ,BN,FJ,PF,IQ,LS,MR,MN,PS,PA,PG,TO,VU,AF,AG,AW,CV,CU,GL,GD,GQ,GY,KZ,LB,AI,MS,TC,VG,KN,LC,VC,SR,TG,TT,VE,YE,BH,BS,BB,CW,BQ,SX","Andorra, Åland Islands, Austria, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Cyprus, Czech Republic, Denmark, Estonia, Faroe Islands, Finland, France, Guadeloupe, French Guiana, Martinique, Reunion, Mayotte, Saint Barthelemy, Saint Martin, Saint Pierre and Miquelon, Germany, Georgia, Gibraltar, Greece, Guernsey, Hungary, Ireland, Iceland, Italy, Jersey, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Isle of Man, Netherlands, Norway, Poland, Portugal, Romania, Spain, United Kingdom, San Marino, Serbia, Slovakia, Slovenia, Switzerland, Sweden, Ukraine, Vatican, United States of America, Canada, South Africa, Albania, Algeria, Saudi Arabia, Argentina, Armenia, Australia, Bangladesh, Benin, Belarus, Botswana, Brazil, Burkina Faso, Cambodia, Cameroon, Central African Republic, Chile, China, Hong Kong, Macao, Colombia, The Democratic Republic of the Congo, South Korea, Costa Rica, Cote d'Ivoire, UAE, Ecuador, Gabon, Guatemala, Guinea-Bissau, Honduras, India, Israel, Japan, Jordan, Kosovo, Laos, Macedonia, Madagascar, Malaysia, Mali, Morocco, Mexico, Moldova, Montenegro, Nicaragua, New Zealand, Uzbekistan, Pakistan, Peru, Philippines, Puerto Rico, El Salvador, Senegal, Singapore, Taiwan, Thailand, Tunisia, Turkey, Uruguay, Egypt, New Caledonia, Kenya, Kuwait, Mauritius, Nepal, Oman, Paraguay, Qatar, Dominican Republic, Sri Lanka, Bolivia, Plurinational State of bolivia, Ethiopia, Ghana, Jamaica, Liberia, Mozambique, Niger, Nigeria, Uganda, Rwanda, Seychelles, Sierra Leone, Tanzania, Chad, Zambia, Azerbaijan, Brunei Darussalam, Fiji, French Polynesia, Iraq, Lesotho, Mauritania, Mongolia, Palestinian Territory, Occupied, Panama, Papua New Guinea, Tonga, Vanuatu, Afghanistan, Antigua and Barbuda, Aruba, Cape Verde, Cuba, Greenland, Grenada, Equatorial Guinea, Guyana, Kazakhstan, Lebanon, Anguilla, Montserrat, Turks and Caicos Islands, Virgin Islands (British), Saint Kitts and Nevis, Saint Lucia, Saint Vincent and the Grenadines, Suriname, Togo, Trinidad and Toba",GMT +8,It will be activated after receiving the network signal.,4G/5G,orange,orange,Orange,No,FR,Yes,1,No,,No,,,,"The global amount of data depends on the zone you are traveling to.
Zone 1: 20 GB, 15 minutes of calls and 50 SMS across 70+ destinations worldwide and in all Europe.
Andorra, Azores, Aland islands, Austria, Balearic islands, Belgium, Bosnia and Herzegovina, Bulgaria, Canary islands, Corfu, Crete, Croatia, Cyprus, Cyclades islands, Czech Republic, Denmark, Estonia, Faroe islands, Finland, France mainland (+Desirada Island, Guadeloup, French Guyana, Marie-Galante Island, Martinica, Reunion island, Saint islands, Mayotte, St Barthelemy, St Martin, St Pierre and Miquelon island), Germany, Georgia, Gibraltar, Greece, Guernsey, Hungary, Ireland, Iceland, Italy, Jersey, Latvia, Liechtenstein, Lithuania, Luxembourg, Madeira, Malta, Isle of Man, Netherlands, Norway, Poland, Portugal, Rhodes, Romania, Spain, United Kingdom, San Marino, Sardinia, Serbia, Sicily, Slovakia, Slovenia, Switzerland, Sweden, Ukraine, Vatican

Other countries:
USA, Canada, South Africa, Albania, Algeria, Saudi Arabia, Argentina, Armenia, Australia, Tasmania, Bangladesh, Benin, Belarus, Bosnia and Herzegovina, Botswana, Brazil, Burkina Faso, Cambodia, Cameroon, Central African Republic, Chile, China, Hong Kong, Macao, Colombia, Democratic Republic of the Congo (Congo-Kinshasa), South Korea, Costa Rica, Ivory Coast, United Arab Emirates, Ecuador, Gabon, Georgia, Guatemala, Guinea-Bissau, Guinea-Conakry, Honduras, India, Indonesia, Israel, Japan, Jordan, Kosovo, Laos, North Macedonia, Madagascar, Malaysia, Mali, Morocco, Mexico, Moldova, Montenegro, Nicaragua, Chatham Islands, New Zealand, Uzbekistan, Pakistan, Peru, Philippines, Puerto Rico, Russia, El Salvador, Senegal, Serbia, Singapore, Taiwan, Thailand, Tunisia, Turkey, Northern Cyprus (Turkish), Ukraine, Uruguay, Vietnam.

Zone 2 (12 destinations):
15GB, 15 minutes of calls, 50 SMS.
Bahrain, Egypt, New Caledonia, Kuwait, Mauritius, Nepal, Oman, Paraguay, Qatar, Dominican Republic, Sri Lanka.

Zone 3 (16 destinations):
10GB, 15 minutes of calls, 5",,1757061297000,1771815301000,2026-03-16T07:30:20.452Z,,2026-04-30T04:43:07.747Z,
Active,US,DCLAOWMP,D,C,LAO,WM,P,ELAOWMP,eSIM,WORLDMOVE,API Purchase,Base + Datapack,Daily Data,[object Object],Official,LA,Laos,GMT +8,It will be activated after receiving the network signal.,4G,mobile.three.com.hk,mobile.three.com.hk,ETL,No,[object Object],Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1766461962000,1771815301000,2026-03-16T07:30:20.452Z,,2026-04-30T04:43:07.748Z,
Active,US,DCAREJYP,D,C,ARE,JY,P,EAREJYP,eSIM,JOYTEL,API Purchase,Base + Datapack,Daily Data,[object Object],Official,AE,UAE,GMT +8,It will be activated after receiving the network signal.,5G/4G,mobile.three.com.hk,mobile.three.com.hk,DU,No,[object Object],Yes,1,No,,No,,Tiktok,,,,1762153609000,1766123954000,2026-03-16T07:30:20.452Z,,2026-04-30T04:43:07.748Z,
Active,US,DCINDJYP,D,C,IND,JY,P,EINDJYP,eSIM,JOYTEL,API Purchase,Base + Datapack,Daily Data,[object Object],Official,IN,India,GMT+8,It will be activated after receiving the network signal.,4G,mobile,mobile,Bharti Airtel,No,[object Object],Yes,1,No,,No,,"Tiktok, Chat GPT",,"Coverage area in India : The service is not available in Bodh Gaya. For Jammu and Kashmir states are not available in Diskit, Gulmarg, Jammu, Kargil, Katra, Leh (Leh Ladakh), Plan Bandipora and Srinagar.",,1744788925000,1771815301000,2026-03-16T07:30:20.452Z,,2026-04-30T04:43:07.748Z,
Active,US,DCRUSBCF,D,C,RUS,BC,F,ERUSBCF,eSIM,BILLIONCONNECT,API Purchase,Base + Datapack,Fixed Data,[object Object],Official,RU,Russia,Count 24h,It will be activated after receiving the network signal.,4G,cmhk,cmhk,MTS,No,[object Object],Yes,1,No,,No,,,,"Customer will receive an SMS, click the link to access internet",Optional Data Plan,1764748548000,1771815301000,2026-03-16T07:30:20.452Z,,2026-04-30T04:43:07.748Z,
Active,US,DCASIJYF,D,C,ASI,JY,F,EASIJYF,eSIM,JOYTEL,API Purchase,Base + Datapack,Fixed Data,[object Object],Official,"CN,HK,MO,SG,MY,TH,ID,PH,KR,JP","China, Hong Kong, Macao, Singapore, Malaysia, Thailand, Indonesia, Philippines, South Korea, Japan",GMT+8,It will be activated after receiving the network signal.,4G,internet,internet,"Sing: Singtel Malay: Maxis Thailand: AIS Indonesia: Telkomsel"" with ""Chinese Mainalnd (China Unicom, China Telecom), HK (SmarTone, HKT, 3HK), Macau (CTM), Taiwan (CHT), Singapore (M1, StarHub), Malaysia (Celcom, DiGi), Thailand (DTAC), Indonesia (XL, TELKOMSEL), Vietnam (Mobifone), Philippines (Globe), Japan (KDDI, Softbank, DOCOMO), South Korea (SKT, KT)""",No,[object Object],Yes,1,No,,No,,,,,,1744788925000,1766123923000,2026-03-16T07:30:20.452Z,,2026-04-30T04:43:07.748Z,
Active,US,DCHKMBCP,D,C,HKM,BC,P,EHKMBCP,eSIM,BILLIONCONNECT,API Purchase,Base + Datapack,Daily Data,[object Object],Official,"HK,MO","Hong Kong, Macao",GMT+8,It will be activated after receiving the network signal.,4G,CTExcel,CTExcel,"HongKong-CSL
Macao-CTM",No,[object Object],Yes,1,No,,No,,"Tiktok, Chat GPT",,,,1744788925000,1766124025000,2026-03-16T07:30:20.452Z,,2026-04-30T04:43:07.748Z,
Active,US,DCTURWMF,D,C,TUR,WM,F,ETURWMF,eSIM,WORLDMOVE,API Purchase,Base + Datapack,Fixed Data,[object Object],Official,TR,Turkey,UTC +0,It will be activated after receiving the network signal.,4G,plus,plus,"AVEA (Turk telekom), Vodafone, Turkcell ",No,[object Object],Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1766565048000,1771815301000,2026-03-16T07:30:20.452Z,,2026-04-30T04:43:07.748Z,
Active,US,DCAAFBCF,D,C,AAF,BC,F,EAAFBCF,eSIM,BILLIONCONNECT,API Purchase,Base + Datapack,Fixed Data,[object Object],Official,"BH,EG,ID,IL,KW,MY,OM,QA,SA,SG","Bahrain, Egypt, Indonesia, Israel, Kuwait, Malaysia, Oman, Qatar, Saudi Arabia, Singapore",Count 24h,It will be activated after receiving the network signal.,4G/5G,plus,plus,"Kuwait : zain KW
Saudi Arabia : Mobily
Oman : ooredoo 
Bahrain : zain BH
Qatar : ooredoo
Malaysia : Celcom
Indonesia : Telkomsel
Singapore : SingTel
Egypt : Etisalat
Israel : Pelephone",No,[object Object],Yes,1,No,,No,,,,,Optional Data Plan,1755680924000,1766124126000,2026-03-16T07:30:20.452Z,,2026-04-30T04:43:07.749Z,
Active,US,DCUSAJYF,D,C,USA,JY,F,EUSAJYF,eSIM,JOYTEL,API Purchase,Base + Datapack,Fixed Data,[object Object],Official,US,United States of America,GMT+8,It will be activated after receiving the network signal.,4G,plus,plus,T-Mobile、AT&T、Verizon,No,[object Object],Yes,1,No,,No,,,,,,1744788925000,1766123923000,2026-03-16T07:30:20.452Z,,2026-04-30T04:43:07.749Z,
Preparing,US,DCACMBCP,D,C,ACM,BC,P,EACMBCP,eSIM,BILLIONCONNECT,API Purchase,Base + Datapack,Daily Data,[object Object],Official,"US,CA,MX","United States of America, Canada, Mexico",GMT+8,It will be activated after receiving the network signal.,4G/5G,drei.at,drei.at,"Canada: Rogers Wireless
USA: AT&T/Verizon
Mexico: Telcel/Movistar",No,[object Object],Yes,1,No,,No,,,,,,1744788925000,1766124025000,2026-03-16T07:30:20.452Z,,2026-04-30T04:43:07.747Z,
Active,US,DCUSABCP,D,C,USA,BC,P,EUSABCP,eSIM,BILLIONCONNECT,API Purchase,Base + Datapack,Daily Data,[object Object],Official,US,United States of America,GMT+8,It will be activated after receiving the network signal.,3G/4G,mobiledata,mobiledata,AT&T,No,[object Object],Yes,1,No,,No,,"Tiktok, Chat GPT",,,Optional Data Plan,1744788925000,1766124025000,2026-03-16T07:30:20.452Z,,2026-04-30T04:43:07.748Z,
Active,US,DCANZWMF,D,C,ANZ,WM,F,EANZWMF,eSIM,WORLDMOVE,API Purchase,Base + Datapack,Fixed Data,[object Object],Official,"AU,NZ","Australia, New Zealand",GMT +8,It will be activated after receiving the network signal.,4G,mobile.three.com.hk,mobile.three.com.hk,"Australia - Telstra
New Zealand - Spark",No,[object Object],Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1764128510000,1771815301000,2026-03-16T07:30:20.452Z,,2026-04-30T04:43:07.749Z,
Active,US,DCE50JYY,D,C,E50,JY,Y,EE50JYF,eSIM,JOYTEL,API Purchase,Base + Datapack,Fixed Data,[object Object],Official,"AT,BE,BG,CZ,DK,DE,EE,ES,FI,FR,GI,GR,GP,HR,HU,IE,IS,IT,LI,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK,CY,GG,JE,VA,AD,FO,CH,IM,SM,US","Austria, Belgium, Bulgaria, Czech Republic, Denmark, Germany, Estonia, Spain, Finland, France, Gibraltar, Greece, Guadeloupe, Croatia, Hungary, Ireland, Iceland, Italy, Liechtenstein, Lithuania, Luxembourg, Latvia, Malta, Netherlands, Norway, Poland, Portugal, Romania, Sweden, Slovenia, Slovakia, Cyprus, Guernsey, Jersey, Vatican, Andorra, Faroe Islands, Switzerland, Isle of Man, San Marino, United States of America",GMT+8,It will be activated after receiving the network signal.,4G,"APN：orange 
User Name：orange 
Password：orange","APN：orange 
User Name：orange 
Password：orange",Various,Yes,FR,No,1,No,,No,,,,Unllimited calls and SMS in Europe,,1744788925000,1771815301000,2026-03-16T07:30:20.452Z,,2026-04-30T04:43:07.748Z,
Active,US,DCE33BCP,D,C,E33,BC,P,EE33BCP,eSIM,BILLIONCONNECT,API Purchase,Base + Datapack,Daily Data,[object Object],Official,"AT,BE,BG,CZ,DK,DE,EE,ES,FI,FR,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK,CY,CH,TR,GB","Austria, Belgium, Bulgaria, Czech Republic, Denmark, Germany, Estonia, Spain, Finland, France, Greece, Croatia, Hungary, Ireland, Iceland, Italy, Liechtenstein, Lithuania, Luxembourg, Latvia, Malta, Netherlands, Norway, Poland, Portugal, Romania, Sweden, Slovenia, Slovakia, Cyprus, Switzerland, Turkey, United Kingdom",Count 24h,It will be activated after receiving the network signal.,4G/5G,drei.at,drei.at,"Greece-Wind
Netherlands-KPN
Belgium-Orange
France-Orange
Spain-Orange
Hungary-Telenor Hungary
Croatia-Telemach
Italy-Wind Telecomunicazioni SpA
Romania-Orange
Switzerland-Sunrise
Czech-O2
Slovakia-Orange
Austria-3
United Kingdom-3
Denmark-3
Sweden-Telia
Norway-Telia
Finland-Elisa
Lithuania-Telia
Latvia-LMT
Estonia-Tele2
Poland-Orange
Germany-O2
Portugal-NOS
Luxembourg-Orange
Republic of Ireland-3
Iceland-Siminn
Malta-Melita
Cyprus-Cytamobile-Vodafone
Bulgaria-Telenor
Turkey-Turkcell
Slovenia-Mobitel
Liechtenstein-FL1",No,[object Object],Yes,1,No,,No,,,,,Optional Data Plan,1744788925000,1766124025000,2026-03-16T07:30:20.452Z,,2026-04-30T04:43:07.747Z,
Active,US,DCNACSSD,D,C,NAC,SS,D,ENACSSP,eSIM,TMOBILE,Manual Purchase,Base + Datapack,Daily Data,[object Object],Official,"US,MX,CA","United States of America, Mexico, Canada",Local time,"It will be activated on the day that is chosen on the purchase order. For more information, please refer to the “Note” section”.",5G,APN：fast.t-mobile.com,APN：fast.t-mobile.com,T-mobile,Yes,US,Yes,1,No,,No,"Customers need to provide their EID and IMEI to receive notifications.
 The customer will receive the eSIM activation notification within 4 hours.
 After receiving the notification, they must activate the eSIM within 2–3 hours.
 If activation is not completed within this time, customers must contact Gohub to refresh the eSIM.
 Only one T-Mobile eSIM can be installed on one device.",,,"Total 5GB in Canada, Mexico
Customers need to provide their EID and IMEI to receive notifications.
 The customer will receive the eSIM activation notification within 4 hours. After receiving the notification, they must activate the eSIM within 2–3 hours.
 If activation is not completed within this time, customers must contact Gohub to refresh the eSIM.
 Only one T-Mobile eSIM can be installed on one device.
Useful codes:
#686# – Check phone number
#932# – Check data usage",,1763520417000,1771815301000,2026-03-16T07:30:20.452Z,,2026-04-30T04:43:07.748Z,
